|I| [export__sceAppMgrLoadExec]: sceAppMgrLoadExec run self: app0:rc1.self
[10:36:46.092] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.095] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.097] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.101] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.103] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.126] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.128] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.130] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.135] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.138] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.159] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.162] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.164] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.168] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.171] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.172] |T| [write_file]: *** TTY: m_LoadGameFile pMon->base[index]
[10:36:46.173] |I| [export_sceIoOpen]: Opening file: tty3:
[10:36:46.173] |E| [open_file]: Cannot find device for path: tty3:
[10:36:46.174] |W| [io_error_impl]: open_file (sceIoOpen) returned 0x80010002
[10:36:46.175] |T| [write_file]: *** TTY: DEBUG: LoadFileSync (rc1/psp2data/global/options_ss/options_ss[1].ps3) opened [1761305]
[10:36:46.176] |I| [export_sceIoOpen]: Opening file: tty3:
[10:36:46.176] |E| [open_file]: Cannot find device for path: tty3:
[10:36:46.177] |W| [io_error_impl]: open_file (sceIoOpen) returned 0x80010002
[10:36:46.177] |T| [write_file]: *** TTY: DEBUG: LoadFileSync (rc1/psp2data/global/options_ss/options_ss[1].vram) opened [1769498]
[10:36:46.192] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.195] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.198] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.202] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.205] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.226] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.229] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.234] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.237] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.240] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.259] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.262] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.267] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.270] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.273] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.292] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.295] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.298] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.301] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.304] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.326] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.329] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.333] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.336] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.339] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.359] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.362] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.364] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.367] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.370] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.392] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.395] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.397] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.401] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.403] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.405] |T| [write_file]: *** TTY: m_LoadGameFile pMon->base[index]
[10:36:46.405] |I| [export_sceIoOpen]: Opening file: tty3:
[10:36:46.406] |E| [open_file]: Cannot find device for path: tty3:
[10:36:46.406] |W| [io_error_impl]: open_file (sceIoOpen) returned 0x80010002
[10:36:46.407] |T| [write_file]: *** TTY: DEBUG: LoadFileSync (rc1/psp2data/global/options_ss/options_ss[0].ps3) opened [1777691]
[10:36:46.408] |I| [export_sceIoOpen]: Opening file: tty3:
[10:36:46.408] |E| [open_file]: Cannot find device for path: tty3:
[10:36:46.408] |W| [io_error_impl]: open_file (sceIoOpen) returned 0x80010002
[10:36:46.409] |T| [write_file]: *** TTY: DEBUG: LoadFileSync (rc1/psp2data/global/options_ss/options_ss[0].vram) opened [1785884]
[10:36:46.426] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.430] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.434] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.437] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.440] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.459] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.462] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.467] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.470] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.473] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.493] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.497] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.500] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.504] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.506] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.526] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.529] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.534] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.538] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.541] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.559] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.563] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.567] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.570] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:46.573] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
